Provincias;País de residencia;Meses;Total
Cantabria;Resto de la UE;Mayo;735
Cantabria;Resto de la UE;Junio;277
Cantabria;Resto de la UE;Julio;1.020
Cantabria;Resto de la UE;Agosto;1.443
Cantabria;Resto de la UE;Septiembre;755
Cantabria;Resto de la UE;Octubre;196
Cantabria;Resto de la UE;Noviembre;..
Cantabria;Resto de la UE;Diciembre;0
Cantabria;Reino Unido;Total;56.758
Cantabria;Reino Unido;Enero;71
Cantabria;Reino Unido;Febrero;68
Cantabria;Reino Unido;Marzo;787
Cantabria;Reino Unido;Abril;5.520
Cantabria;Reino Unido;Mayo;6.203
Cantabria;Reino Unido;Junio;10.335
Cantabria;Reino Unido;Julio;7.027
Cantabria;Reino Unido;Agosto;11.399
Cantabria;Reino Unido;Septiembre;9.749
Cantabria;Reino Unido;Octubre;5.524
Cantabria;Reino Unido;Noviembre;..
Cantabria;Reino Unido;Diciembre;33
Cantabria;Otros países europeos;Total;12.990
Cantabria;Otros países europeos;Enero;..
Cantabria;Otros países europeos;Febrero;..
Cantabria;Otros países europeos;Marzo;110
Cantabria;Otros países europeos;Abril;1.066
Cantabria;Otros países europeos;Mayo;870
Cantabria;Otros países europeos;Junio;2.486
Cantabria;Otros países europeos;Julio;2.983
Cantabria;Otros países europeos;Agosto;2.522
Cantabria;Otros países europeos;Septiembre;2.562
Cantabria;Otros países europeos;Octubre;310
Cantabria;Otros países europeos;Noviembre;66
Cantabria;Otros países europeos;Diciembre;0
Cantabria;Estados Unidos;Total;540
Cantabria;Estados Unidos;Enero;0
Cantabria;Estados Unidos;Febrero;0
Cantabria;Estados Unidos;Marzo;..
Cantabria;Estados Unidos;Abril;35
Cantabria;Estados Unidos;Mayo;27
Cantabria;Estados Unidos;Junio;132
Cantabria;Estados Unidos;Julio;166
Cantabria;Estados Unidos;Agosto;..
Cantabria;Estados Unidos;Septiembre;73
Cantabria;Estados Unidos;Octubre;18
Cantabria;Estados Unidos;Noviembre;0
Cantabria;Estados Unidos;Diciembre;0
Cantabria;Resto de América;Total;1.507
Cantabria;Resto de América;Enero;0
Cantabria;Resto de América;Febrero;0
Cantabria;Resto de América;Marzo;0
Cantabria;Resto de América;Abril;65
Cantabria;Resto de América;Mayo;37
Cantabria;Resto de América;Junio;127
Cantabria;Resto de América;Julio;248
Cantabria;Resto de América;Agosto;731
Cantabria;Resto de América;Septiembre;239
Cantabria;Resto de América;Octubre;43
Cantabria;Resto de América;Noviembre;..
Cantabria;Resto de América;Diciembre;0
Cantabria;Países africanos;Total;50
Cantabria;Países africanos;Enero;0
Cantabria;Países africanos;Febrero;0
Cantabria;Países africanos;Marzo;0
Cantabria;Países africanos;Abril;0
Cantabria;Países africanos;Mayo;0
Cantabria;Países africanos;Junio;0
Cantabria;Países africanos;Julio;16
Cantabria;Países africanos;Agosto;25
Cantabria;Países africanos;Septiembre;..
Cantabria;Países africanos;Octubre;0
Cantabria;Países africanos;Noviembre;0
Cantabria;Países africanos;Diciembre;0
Cantabria;Resto del mundo;Total;9.807
Cantabria;Resto del mundo;Enero;0
Cantabria;Resto del mundo;Febrero;0
Cantabria;Resto del mundo;Marzo;..
Cantabria;Resto del mundo;Abril;746
Cantabria;Resto del mundo;Mayo;1.025
Cantabria;Resto del mundo;Junio;222
Cantabria;Resto del mundo;Julio;2.305
Cantabria;Resto del mundo;Agosto;2.856
Cantabria;Resto del mundo;Septiembre;2.596
Cantabria;Resto del mundo;Octubre;47
Cantabria;Resto del mundo;Noviembre;0
Cantabria;Resto del mundo;Diciembre;0
Castellón/Castelló;Total;Total;2.389.993
Castellón/Castelló;Total;Enero;160.708
Castellón/Castelló;Total;Febrero;167.080
Castellón/Castelló;Total;Marzo;172.664
Castellón/Castelló;Total;Abril;191.613
Castellón/Castelló;Total;Mayo;152.150
Castellón/Castelló;Total;Junio;157.588
Castellón/Castelló;Total;Julio;292.411
Castellón/Castelló;Total;Agosto;393.857
Castellón/Castelló;Total;Septiembre;181.857
Castellón/Castelló;Total;Octubre;196.302
Castellón/Castelló;Total;Noviembre;157.429
Castellón/Castelló;Total;Diciembre;166.334
Castellón/Castelló;Españoles;Total;1.098.101
Castellón/Castelló;Españoles;Enero;21.611
Castellón/Castelló;Españoles;Febrero;20.794
Castellón/Castelló;Españoles;Marzo;28.944
Castellón/Castelló;Españoles;Abril;99.371
Castellón/Castelló;Españoles;Mayo;54.805
Castellón/Castelló;Españoles;Junio;106.066
Castellón/Castelló;Españoles;Julio;241.436
Castellón/Castelló;Españoles;Agosto;331.244
Castellón/Castelló;Españoles;Septiembre;71.479
Castellón/Castelló;Españoles;Octubre;52.140
Castellón/Castelló;Españoles;Noviembre;27.842
Castellón/Castelló;Españoles;Diciembre;42.368
Castellón/Castelló;Extranjeros;Total;1.291.892
Castellón/Castelló;Extranjeros;Enero;139.097
Castellón/Castelló;Extranjeros;Febrero;146.287
Castellón/Castelló;Extranjeros;Marzo;143.720
Castellón/Castelló;Extranjeros;Abril;92.242
Castellón/Castelló;Extranjeros;Mayo;97.344
Castellón/Castelló;Extranjeros;Junio;51.522
Castellón/Castelló;Extranjeros;Julio;50.975
Castellón/Castelló;Extranjeros;Agosto;62.613
Castellón/Castelló;Extranjeros;Septiembre;110.378
Castellón/Castelló;Extranjeros;Octubre;144.163
Castellón/Castelló;Extranjeros;Noviembre;129.587
Castellón/Castelló;Extranjeros;Diciembre;123.966
Castellón/Castelló;Unión Europea 27 (sin España);Total;1.044.679
Castellón/Castelló;Unión Europea 27 (sin España);Enero;115.324
Castellón/Castelló;Unión Europea 27 (sin España);Febrero;121.185
Castellón/Castelló;Unión Europea 27 (sin España);Marzo;115.967
Castellón/Castelló;Unión Europea 27 (sin España);Abril;71.596
Castellón/Castelló;Unión Europea 27 (sin España);Mayo;74.156
Castellón/Castelló;Unión Europea 27 (sin España);Junio;37.896
Castellón/Castelló;Unión Europea 27 (sin España);Julio;39.864
Castellón/Castelló;Unión Europea 27 (sin España);Agosto;49.544
Castellón/Castelló;Unión Europea 27 (sin España);Septiembre;87.999
Castellón/Castelló;Unión Europea 27 (sin España);Octubre;116.844
Castellón/Castelló;Unión Europea 27 (sin España);Noviembre;109.210
Castellón/Castelló;Unión Europea 27 (sin España);Diciembre;105.095
Castellón/Castelló;Alemania;Total;506.336
Castellón/Castelló;Alemania;Enero;70.945
Castellón/Castelló;Alemania;Febrero;70.028
Castellón/Castelló;Alemania;Marzo;66.098
Castellón/Castelló;Alemania;Abril;35.542
Castellón/Castelló;Alemania;Mayo;25.932
Castellón/Castelló;Alemania;Junio;9.848
Castellón/Castelló;Alemania;Julio;4.966
Castellón/Castelló;Alemania;Agosto;7.615
Castellón/Castelló;Alemania;Septiembre;30.817
Castellón/Castelló;Alemania;Octubre;57.629
Castellón/Castelló;Alemania;Noviembre;62.111
Castellón/Castelló;Alemania;Diciembre;64.806
Castellón/Castelló;Austria;Total;10.785
Castellón/Castelló;Austria;Enero;1.276
Castellón/Castelló;Austria;Febrero;1.400
Castellón/Castelló;Austria;Marzo;1.404
Castellón/Castelló;Austria;Abril;1.063
Castellón/Castelló;Austria;Mayo;1.090
Castellón/Castelló;Austria;Junio;527
Castellón/Castelló;Austria;Julio;96
Castellón/Castelló;Austria;Agosto;..
Castellón/Castelló;Austria;Septiembre;577
Castellón/Castelló;Austria;Octubre;599
Castellón/Castelló;Austria;Noviembre;1.392
Castellón/Castelló;Austria;Diciembre;1.301
Castellón/Castelló;Bélgica;Total;60.560
Castellón/Castelló;Bélgica;Enero;5.870
Castellón/Castelló;Bélgica;Febrero;5.870
Castellón/Castelló;Bélgica;Marzo;5.363
Castellón/Castelló;Bélgica;Abril;4.393
Castellón/Castelló;Bélgica;Mayo;5.511
Castellón/Castelló;Bélgica;Junio;2.558
Castellón/Castelló;Bélgica;Julio;2.793
Castellón/Castelló;Bélgica;Agosto;1.748
Castellón/Castelló;Bélgica;Septiembre;6.460
Castellón/Castelló;Bélgica;Octubre;7.407
Castellón/Castelló;Bélgica;Noviembre;6.343
Castellón/Castelló;Bélgica;Diciembre;6.244
Castellón/Castelló;Dinamarca;Total;6.811
Castellón/Castelló;Dinamarca;Enero;1.104
Castellón/Castelló;Dinamarca;Febrero;1.613
Castellón/Castelló;Dinamarca;Marzo;715
Castellón/Castelló;Dinamarca;Abril;353
Castellón/Castelló;Dinamarca;Mayo;593
Castellón/Castelló;Dinamarca;Junio;157
Castellón/Castelló;Dinamarca;Julio;29
Castellón/Castelló;Dinamarca;Agosto;153
Castellón/Castelló;Dinamarca;Septiembre;533
Castellón/Castelló;Dinamarca;Octubre;650
Castellón/Castelló;Dinamarca;Noviembre;570
Castellón/Castelló;Dinamarca;Diciembre;340
Castellón/Castelló;Finlandia;Total;5.332
Castellón/Castelló;Finlandia;Enero;361
Castellón/Castelló;Finlandia;Febrero;728
Castellón/Castelló;Finlandia;Marzo;926
Castellón/Castelló;Finlandia;Abril;326
Castellón/Castelló;Finlandia;Mayo;48
Castellón/Castelló;Finlandia;Junio;0
Castellón/Castelló;Finlandia;Julio;..
Castellón/Castelló;Finlandia;Agosto;..
Castellón/Castelló;Finlandia;Septiembre;136
Castellón/Castelló;Finlandia;Octubre;776
Castellón/Castelló;Finlandia;Noviembre;1.245
Castellón/Castelló;Finlandia;Diciembre;640
Castellón/Castelló;Francia;Total;219.727
Castellón/Castelló;Francia;Enero;16.013
Castellón/Castelló;Francia;Febrero;17.603
Castellón/Castelló;Francia;Marzo;19.097
Castellón/Castelló;Francia;Abril;12.980
Castellón/Castelló;Francia;Mayo;15.667
Castellón/Castelló;Francia;Junio;11.474
Castellón/Castelló;Francia;Julio;22.996
Castellón/Castelló;Francia;Agosto;28.244
Castellón/Castelló;Francia;Septiembre;27.659
Castellón/Castelló;Francia;Octubre;20.932
Castellón/Castelló;Francia;Noviembre;15.357
Castellón/Castelló;Francia;Diciembre;11.706
Castellón/Castelló;Grecia;Total;..
Castellón/Castelló;Grecia;Enero;0
Castellón/Castelló;Grecia;Febrero;0
Castellón/Castelló;Grecia;Marzo;0
Castellón/Castelló;Grecia;Abril;0
Castellón/Castelló;Grecia;Mayo;..
Castellón/Castelló;Grecia;Junio;0
Castellón/Castelló;Grecia;Julio;0
Castellón/Castelló;Grecia;Agosto;0
Castellón/Castelló;Grecia;Septiembre;0
Castellón/Castelló;Grecia;Octubre;2.228
Castellón/Castelló;Grecia;Noviembre;0
Castellón/Castelló;Grecia;Diciembre;90
Castellón/Castelló;Irlanda;Total;8.360
Castellón/Castelló;Irlanda;Enero;691
Castellón/Castelló;Irlanda;Febrero;691
Castellón/Castelló;Irlanda;Marzo;737
Castellón/Castelló;Irlanda;Abril;610
Castellón/Castelló;Irlanda;Mayo;899
Castellón/Castelló;Irlanda;Junio;788
Castellón/Castelló;Irlanda;Julio;328
Castellón/Castelló;Irlanda;Agosto;294
Castellón/Castelló;Irlanda;Septiembre;986
Castellón/Castelló;Irlanda;Octubre;1.201
Castellón/Castelló;Irlanda;Noviembre;517
Castellón/Castelló;Irlanda;Diciembre;616
Castellón/Castelló;Italia;Total;10.736
Castellón/Castelló;Italia;Enero;674
Castellón/Castelló;Italia;Febrero;453
Castellón/Castelló;Italia;Marzo;677
Castellón/Castelló;Italia;Abril;484
Castellón/Castelló;Italia;Mayo;829
Castellón/Castelló;Italia;Junio;559
Castellón/Castelló;Italia;Julio;1.691
Castellón/Castelló;Italia;Agosto;3.795
Castellón/Castelló;Italia;Septiembre;359
Castellón/Castelló;Italia;Octubre;552
Castellón/Castelló;Italia;Noviembre;183
Castellón/Castelló;Italia;Diciembre;479
Castellón/Castelló;Luxemburgo;Total;5.564
Castellón/Castelló;Luxemburgo;Enero;..
Castellón/Castelló;Luxemburgo;Febrero;684
Castellón/Castelló;Luxemburgo;Marzo;369
Castellón/Castelló;Luxemburgo;Abril;398
Castellón/Castelló;Luxemburgo;Mayo;990
Castellón/Castelló;Luxemburgo;Junio;0
Castellón/Castelló;Luxemburgo;Julio;163
Castellón/Castelló;Luxemburgo;Agosto;168
Castellón/Castelló;Luxemburgo;Septiembre;..
Castellón/Castelló;Luxemburgo;Octubre;362
Castellón/Castelló;Luxemburgo;Noviembre;714
Castellón/Castelló;Luxemburgo;Diciembre;811
Castellón/Castelló;Países Bajos;Total;183.777
Castellón/Castelló;Países Bajos;Enero;16.761
Castellón/Castelló;Países Bajos;Febrero;18.266
Castellón/Castelló;Países Bajos;Marzo;19.279
Castellón/Castelló;Países Bajos;Abril;14.019
Castellón/Castelló;Países Bajos;Mayo;21.864
Castellón/Castelló;Países Bajos;Junio;11.291
Castellón/Castelló;Países Bajos;Julio;4.077
Castellón/Castelló;Países Bajos;Agosto;5.202
Castellón/Castelló;Países Bajos;Septiembre;17.918
Castellón/Castelló;Países Bajos;Octubre;19.535
Castellón/Castelló;Países Bajos;Noviembre;18.510
Castellón/Castelló;Países Bajos;Diciembre;17.055
Castellón/Castelló;Portugal;Total;3.189
Castellón/Castelló;Portugal;Enero;0
Castellón/Castelló;Portugal;Febrero;0
Castellón/Castelló;Portugal;Marzo;..
Castellón/Castelló;Portugal;Abril;..
Castellón/Castelló;Portugal;Mayo;42
Castellón/Castelló;Portugal;Junio;336
Castellón/Castelló;Portugal;Julio;984
Castellón/Castelló;Portugal;Agosto;487
Castellón/Castelló;Portugal;Septiembre;615
Castellón/Castelló;Portugal;Octubre;341
Castellón/Castelló;Portugal;Noviembre;..
Castellón/Castelló;Portugal;Diciembre;0
Castellón/Castelló;Suecia;Total;9.995
Castellón/Castelló;Suecia;Enero;991
Castellón/Castelló;Suecia;Febrero;639
Castellón/Castelló;Suecia;Marzo;1.067
Castellón/Castelló;Suecia;Abril;528
Castellón/Castelló;Suecia;Mayo;375
Castellón/Castelló;Suecia;Junio;91
Castellón/Castelló;Suecia;Julio;550
Castellón/Castelló;Suecia;Agosto;340
Castellón/Castelló;Suecia;Septiembre;1.216
Castellón/Castelló;Suecia;Octubre;1.697
Castellón/Castelló;Suecia;Noviembre;1.638
Castellón/Castelló;Suecia;Diciembre;863
Castellón/Castelló;Resto de la UE;Total;11.184
Castellón/Castelló;Resto de la UE;Enero;197
Castellón/Castelló;Resto de la UE;Febrero;3.210
Castellón/Castelló;Resto de la UE;Marzo;211
Castellón/Castelló;Resto de la UE;Abril;889
Castellón/Castelló;Resto de la UE;Mayo;309
Castellón/Castelló;Resto de la UE;Junio;268
Castellón/Castelló;Resto de la UE;Julio;1.126
Castellón/Castelló;Resto de la UE;Agosto;1.353
Castellón/Castelló;Resto de la UE;Septiembre;260
Castellón/Castelló;Resto de la UE;Octubre;2.936
Castellón/Castelló;Resto de la UE;Noviembre;281
Castellón/Castelló;Resto de la UE;Diciembre;144
Castellón/Castelló;Reino Unido;Total;188.139
Castellón/Castelló;Reino Unido;Enero;19.729
Castellón/Castelló;Reino Unido;Febrero;20.515
Castellón/Castelló;Reino Unido;Marzo;22.440
Castellón/Castelló;Reino Unido;Abril;15.792
Castellón/Castelló;Reino Unido;Mayo;18.646
Castellón/Castelló;Reino Unido;Junio;11.522
Castellón/Castelló;Reino Unido;Julio;6.452
Castellón/Castelló;Reino Unido;Agosto;8.367
Castellón/Castelló;Reino Unido;Septiembre;16.338
Castellón/Castelló;Reino Unido;Octubre;22.019
Castellón/Castelló;Reino Unido;Noviembre;13.088
Castellón/Castelló;Reino Unido;Diciembre;13.233
Castellón/Castelló;Otros países europeos;Total;46.414
Castellón/Castelló;Otros países europeos;Enero;3.661
Castellón/Castelló;Otros países europeos;Febrero;4.138
Castellón/Castelló;Otros países europeos;Marzo;4.651
Castellón/Castelló;Otros países europeos;Abril;3.424
Castellón/Castelló;Otros países europeos;Mayo;3.975
Castellón/Castelló;Otros países europeos;Junio;1.069
Castellón/Castelló;Otros países europeos;Julio;2.286
Castellón/Castelló;Otros países europeos;Agosto;1.639
Castellón/Castelló;Otros países europeos;Septiembre;5.407
Castellón/Castelló;Otros países europeos;Octubre;4.602
Castellón/Castelló;Otros países europeos;Noviembre;6.450
Castellón/Castelló;Otros países europeos;Diciembre;5.110
Castellón/Castelló;Estados Unidos;Total;1.050
Castellón/Castelló;Estados Unidos;Enero;178
Castellón/Castelló;Estados Unidos;Febrero;..
Castellón/Castelló;Estados Unidos;Marzo;171
Castellón/Castelló;Estados Unidos;Abril;248
Castellón/Castelló;Estados Unidos;Mayo;71
Castellón/Castelló;Estados Unidos;Junio;..
Castellón/Castelló;Estados Unidos;Julio;0
Castellón/Castelló;Estados Unidos;Agosto;32
Castellón/Castelló;Estados Unidos;Septiembre;0
Castellón/Castelló;Estados Unidos;Octubre;..
Castellón/Castelló;Estados Unidos;Noviembre;76
Castellón/Castelló;Estados Unidos;Diciembre;132
Castellón/Castelló;Resto de América;Total;523
Castellón/Castelló;Resto de América;Enero;0
Castellón/Castelló;Resto de América;Febrero;0
Castellón/Castelló;Resto de América;Marzo;0
Castellón/Castelló;Resto de América;Abril;0
Castellón/Castelló;Resto de América;Mayo;48
Castellón/Castelló;Resto de América;Junio;46
Castellón/Castelló;Resto de América;Julio;..
Castellón/Castelló;Resto de América;Agosto;..
Castellón/Castelló;Resto de América;Septiembre;26
Castellón/Castelló;Resto de América;Octubre;180
Castellón/Castelló;Resto de América;Noviembre;..
Castellón/Castelló;Resto de América;Diciembre;79
Castellón/Castelló;Países africanos;Total;744
Castellón/Castelló;Países africanos;Enero;..
Castellón/Castelló;Países africanos;Febrero;..
Castellón/Castelló;Países africanos;Marzo;0
Castellón/Castelló;Países africanos;Abril;0
Castellón/Castelló;Países africanos;Mayo;..
Castellón/Castelló;Países africanos;Junio;101
Castellón/Castelló;Países africanos;Julio;188
Castellón/Castelló;Países africanos;Agosto;182
Castellón/Castelló;Países africanos;Septiembre;119
Castellón/Castelló;Países africanos;Octubre;..
Castellón/Castelló;Países africanos;Noviembre;34
Castellón/Castelló;Países africanos;Diciembre;37
Castellón/Castelló;Resto del mundo;Total;10.343
Castellón/Castelló;Resto del mundo;Enero;171
Castellón/Castelló;Resto del mundo;Febrero;377
Castellón/Castelló;Resto del mundo;Marzo;490
Castellón/Castelló;Resto del mundo;Abril;1.183
Castellón/Castelló;Resto del mundo;Mayo;439
Castellón/Castelló;Resto del mundo;Junio;866
Castellón/Castelló;Resto del mundo;Julio;2.181
Castellón/Castelló;Resto del mundo;Agosto;2.719
Castellón/Castelló;Resto del mundo;Septiembre;489
Castellón/Castelló;Resto del mundo;Octubre;429
Castellón/Castelló;Resto del mundo;Noviembre;719
Castellón/Castelló;Resto del mundo;Diciembre;281
Ciudad Real;Total;Total;41.447
Ciudad Real;Total;Enero;.
Ciudad Real;Total;Febrero;893
Ciudad Real;Total;Marzo;2.175
Ciudad Real;Total;Abril;5.754
Ciudad Real;Total;Mayo;3.734
Ciudad Real;Total;Junio;3.655
Ciudad Real;Total;Julio;6.054
Ciudad Real;Total;Agosto;7.412
Ciudad Real;Total;Septiembre;3.656
Ciudad Real;Total;Octubre;3.459
Ciudad Real;Total;Noviembre;1.625
Ciudad Real;Total;Diciembre;.
Ciudad Real;Españoles;Total;36.596
Ciudad Real;Españoles;Enero;.
Ciudad Real;Españoles;Febrero;881
Ciudad Real;Españoles;Marzo;1.821
Ciudad Real;Españoles;Abril;4.616
Ciudad Real;Españoles;Mayo;2.789
Ciudad Real;Españoles;Junio;3.070
Ciudad Real;Españoles;Julio;5.748
Ciudad Real;Españoles;Agosto;6.904
Ciudad Real;Españoles;Septiembre;3.148
Ciudad Real;Españoles;Octubre;3.187
Ciudad Real;Españoles;Noviembre;1.421
Ciudad Real;Españoles;Diciembre;.
Ciudad Real;Extranjeros;Total;4.851
Ciudad Real;Extranjeros;Enero;.
Ciudad Real;Extranjeros;Febrero;12
Ciudad Real;Extranjeros;Marzo;354
Ciudad Real;Extranjeros;Abril;1.138
Ciudad Real;Extranjeros;Mayo;945
Ciudad Real;Extranjeros;Junio;585
Ciudad Real;Extranjeros;Julio;306
Ciudad Real;Extranjeros;Agosto;508
Ciudad Real;Extranjeros;Septiembre;508
Ciudad Real;Extranjeros;Octubre;272
Ciudad Real;Extranjeros;Noviembre;204
Ciudad Real;Extranjeros;Diciembre;.
Ciudad Real;Unión Europea 27 (sin España);Total;4.146
Ciudad Real;Unión Europea 27 (sin España);Enero;.
Ciudad Real;Unión Europea 27 (sin España);Febrero;..
Ciudad Real;Unión Europea 27 (sin España);Marzo;332
Ciudad Real;Unión Europea 27 (sin España);Abril;1.035
Ciudad Real;Unión Europea 27 (sin España);Mayo;823
Ciudad Real;Unión Europea 27 (sin España);Junio;456
Ciudad Real;Unión Europea 27 (sin España);Julio;277
Ciudad Real;Unión Europea 27 (sin España);Agosto;398
Ciudad Real;Unión Europea 27 (sin España);Septiembre;396
Ciudad Real;Unión Europea 27 (sin España);Octubre;224
Ciudad Real;Unión Europea 27 (sin España);Noviembre;179
Ciudad Real;Unión Europea 27 (sin España);Diciembre;.
Ciudad Real;Alemania;Total;952
Ciudad Real;Alemania;Enero;.
Ciudad Real;Alemania;Febrero;0
Ciudad Real;Alemania;Marzo;134
Ciudad Real;Alemania;Abril;424
Ciudad Real;Alemania;Mayo;136
Ciudad Real;Alemania;Junio;99
Ciudad Real;Alemania;Julio;20
Ciudad Real;Alemania;Agosto;66
Ciudad Real;Alemania;Septiembre;29
Ciudad Real;Alemania;Octubre;..
Ciudad Real;Alemania;Noviembre;18
Ciudad Real;Alemania;Diciembre;.
Ciudad Real;Austria;Total;..
Ciudad Real;Austria;Enero;.
Ciudad Real;Austria;Febrero;0
Ciudad Real;Austria;Marzo;0
Ciudad Real;Austria;Abril;0
Ciudad Real;Austria;Mayo;0
Ciudad Real;Austria;Junio;0
Ciudad Real;Austria;Julio;0
Ciudad Real;Austria;Agosto;0
Ciudad Real;Austria;Septiembre;0
Ciudad Real;Austria;Octubre;..
Ciudad Real;Austria;Noviembre;0
Ciudad Real;Austria;Diciembre;.
Ciudad Real;Bélgica;Total;91
Ciudad Real;Bélgica;Enero;.
Ciudad Real;Bélgica;Febrero;0
Ciudad Real;Bélgica;Marzo;0
Ciudad Real;Bélgica;Abril;..
Ciudad Real;Bélgica;Mayo;..
Ciudad Real;Bélgica;Junio;0
Ciudad Real;Bélgica;Julio;10
Ciudad Real;Bélgica;Agosto;0
Ciudad Real;Bélgica;Septiembre;44
Ciudad Real;Bélgica;Octubre;..
Ciudad Real;Bélgica;Noviembre;..
Ciudad Real;Bélgica;Diciembre;.
Ciudad Real;Dinamarca;Total;140
Ciudad Real;Dinamarca;Enero;.
Ciudad Real;Dinamarca;Febrero;0
Ciudad Real;Dinamarca;Marzo;0
Ciudad Real;Dinamarca;Abril;0
Ciudad Real;Dinamarca;Mayo;0
Ciudad Real;Dinamarca;Junio;0
Ciudad Real;Dinamarca;Julio;21
Ciudad Real;Dinamarca;Agosto;0
Ciudad Real;Dinamarca;Septiembre;74
Ciudad Real;Dinamarca;Octubre;0
Ciudad Real;Dinamarca;Noviembre;..
Ciudad Real;Dinamarca;Diciembre;.
Ciudad Real;Finlandia;Total;0
Ciudad Real;Finlandia;Enero;.
Ciudad Real;Finlandia;Febrero;0
Ciudad Real;Finlandia;Marzo;0
Ciudad Real;Finlandia;Abril;0
Ciudad Real;Finlandia;Mayo;0
Ciudad Real;Finlandia;Junio;0
Ciudad Real;Finlandia;Julio;0
Ciudad Real;Finlandia;Agosto;0
Ciudad Real;Finlandia;Septiembre;0
Ciudad Real;Finlandia;Octubre;0
Ciudad Real;Finlandia;Noviembre;0
Ciudad Real;Finlandia;Diciembre;.
Ciudad Real;Francia;Total;648
Ciudad Real;Francia;Enero;.
Ciudad Real;Francia;Febrero;..
Ciudad Real;Francia;Marzo;..
Ciudad Real;Francia;Abril;89
Ciudad Real;Francia;Mayo;52
Ciudad Real;Francia;Junio;108
Ciudad Real;Francia;Julio;153
Ciudad Real;Francia;Agosto;167
Ciudad Real;Francia;Septiembre;27
Ciudad Real;Francia;Octubre;..
Ciudad Real;Francia;Noviembre;..
Ciudad Real;Francia;Diciembre;.
Ciudad Real;Grecia;Total;..
Ciudad Real;Grecia;Enero;.
Ciudad Real;Grecia;Febrero;0
Ciudad Real;Grecia;Marzo;0
Ciudad Real;Grecia;Abril;..
Ciudad Real;Grecia;Mayo;0
Ciudad Real;Grecia;Junio;0
Ciudad Real;Grecia;Julio;0
Ciudad Real;Grecia;Agosto;0
Ciudad Real;Grecia;Septiembre;0
Ciudad Real;Grecia;Octubre;0
Ciudad Real;Grecia;Noviembre;0
Ciudad Real;Grecia;Diciembre;.
Ciudad Real;Irlanda;Total;19
Ciudad Real;Irlanda;Enero;.
Ciudad Real;Irlanda;Febrero;0
Ciudad Real;Irlanda;Marzo;0
Ciudad Real;Irlanda;Abril;0
Ciudad Real;Irlanda;Mayo;0
Ciudad Real;Irlanda;Junio;14
Ciudad Real;Irlanda;Julio;..
Ciudad Real;Irlanda;Agosto;0
Ciudad Real;Irlanda;Septiembre;0
Ciudad Real;Irlanda;Octubre;0
Ciudad Real;Irlanda;Noviembre;0
Ciudad Real;Irlanda;Diciembre;.
Ciudad Real;Italia;Total;150
Ciudad Real;Italia;Enero;.
Ciudad Real;Italia;Febrero;0
Ciudad Real;Italia;Marzo;0
Ciudad Real;Italia;Abril;0
Ciudad Real;Italia;Mayo;0
Ciudad Real;Italia;Junio;..
Ciudad Real;Italia;Julio;16
Ciudad Real;Italia;Agosto;43
Ciudad Real;Italia;Septiembre;..
Ciudad Real;Italia;Octubre;35
Ciudad Real;Italia;Noviembre;11
Ciudad Real;Italia;Diciembre;.
Ciudad Real;Luxemburgo;Total;0
Ciudad Real;Luxemburgo;Enero;.
Ciudad Real;Luxemburgo;Febrero;0
Ciudad Real;Luxemburgo;Marzo;0
Ciudad Real;Luxemburgo;Abril;0
Ciudad Real;Luxemburgo;Mayo;0
Ciudad Real;Luxemburgo;Junio;0
Ciudad Real;Luxemburgo;Julio;0
Ciudad Real;Luxemburgo;Agosto;0
Ciudad Real;Luxemburgo;Septiembre;0
Ciudad Real;Luxemburgo;Octubre;0
Ciudad Real;Luxemburgo;Noviembre;0
Ciudad Real;Luxemburgo;Diciembre;.
Ciudad Real;Países Bajos;Total;1.683
Ciudad Real;Países Bajos;Enero;.
Ciudad Real;Países Bajos;Febrero;0
Ciudad Real;Países Bajos;Marzo;115
Ciudad Real;Países Bajos;Abril;435
Ciudad Real;Países Bajos;Mayo;622
Ciudad Real;Países Bajos;Junio;212
Ciudad Real;Países Bajos;Julio;31
Ciudad Real;Países Bajos;Agosto;0
Ciudad Real;Países Bajos;Septiembre;149
Ciudad Real;Países Bajos;Octubre;55
Ciudad Real;Países Bajos;Noviembre;45
Ciudad Real;Países Bajos;Diciembre;.
Ciudad Real;Portugal;Total;159
Ciudad Real;Portugal;Enero;.
Ciudad Real;Portugal;Febrero;0
Ciudad Real;Portugal;Marzo;0
Ciudad Real;Portugal;Abril;53
Ciudad Real;Portugal;Mayo;..
Ciudad Real;Portugal;Junio;14
Ciudad Real;Portugal;Julio;21
Ciudad Real;Portugal;Agosto;43
Ciudad Real;Portugal;Septiembre;25
Ciudad Real;Portugal;Octubre;0
Ciudad Real;Portugal;Noviembre;0
Ciudad Real;Portugal;Diciembre;.
Ciudad Real;Suecia;Total;59
Ciudad Real;Suecia;Enero;.
Ciudad Real;Suecia;Febrero;0
Ciudad Real;Suecia;Marzo;59
Ciudad Real;Suecia;Abril;0
Ciudad Real;Suecia;Mayo;0
Ciudad Real;Suecia;Junio;0
Ciudad Real;Suecia;Julio;0
Ciudad Real;Suecia;Agosto;0
Ciudad Real;Suecia;Septiembre;0
Ciudad Real;Suecia;Octubre;0
Ciudad Real;Suecia;Noviembre;0
Ciudad Real;Suecia;Diciembre;.
Ciudad Real;Resto de la UE;Total;227
