Provincias;País de residencia;Meses;Total
Tarragona;Unión Europea 27 (sin España);Febrero;3.523
Tarragona;Unión Europea 27 (sin España);Marzo;35.138
Tarragona;Unión Europea 27 (sin España);Abril;160.616
Tarragona;Unión Europea 27 (sin España);Mayo;251.558
Tarragona;Unión Europea 27 (sin España);Junio;274.714
Tarragona;Unión Europea 27 (sin España);Julio;617.276
Tarragona;Unión Europea 27 (sin España);Agosto;681.254
Tarragona;Unión Europea 27 (sin España);Septiembre;309.109
Tarragona;Unión Europea 27 (sin España);Octubre;130.336
Tarragona;Unión Europea 27 (sin España);Noviembre;6.831
Tarragona;Unión Europea 27 (sin España);Diciembre;2.292
Tarragona;Alemania;Total;460.787
Tarragona;Alemania;Enero;1.874
Tarragona;Alemania;Febrero;1.386
Tarragona;Alemania;Marzo;16.115
Tarragona;Alemania;Abril;39.386
Tarragona;Alemania;Mayo;59.675
Tarragona;Alemania;Junio;64.525
Tarragona;Alemania;Julio;58.614
Tarragona;Alemania;Agosto;57.207
Tarragona;Alemania;Septiembre;99.173
Tarragona;Alemania;Octubre;58.321
Tarragona;Alemania;Noviembre;3.566
Tarragona;Alemania;Diciembre;945
Tarragona;Austria;Total;7.109
Tarragona;Austria;Enero;14
Tarragona;Austria;Febrero;51
Tarragona;Austria;Marzo;236
Tarragona;Austria;Abril;823
Tarragona;Austria;Mayo;756
Tarragona;Austria;Junio;520
Tarragona;Austria;Julio;1.129
Tarragona;Austria;Agosto;1.138
Tarragona;Austria;Septiembre;1.050
Tarragona;Austria;Octubre;1.289
Tarragona;Austria;Noviembre;104
Tarragona;Austria;Diciembre;0
Tarragona;Bélgica;Total;157.523
Tarragona;Bélgica;Enero;164
Tarragona;Bélgica;Febrero;149
Tarragona;Bélgica;Marzo;1.734
Tarragona;Bélgica;Abril;6.723
Tarragona;Bélgica;Mayo;18.371
Tarragona;Bélgica;Junio;14.017
Tarragona;Bélgica;Julio;69.709
Tarragona;Bélgica;Agosto;22.606
Tarragona;Bélgica;Septiembre;18.473
Tarragona;Bélgica;Octubre;5.336
Tarragona;Bélgica;Noviembre;132
Tarragona;Bélgica;Diciembre;107
Tarragona;Dinamarca;Total;11.165
Tarragona;Dinamarca;Enero;135
Tarragona;Dinamarca;Febrero;175
Tarragona;Dinamarca;Marzo;209
Tarragona;Dinamarca;Abril;363
Tarragona;Dinamarca;Mayo;332
Tarragona;Dinamarca;Junio;434
Tarragona;Dinamarca;Julio;6.154
Tarragona;Dinamarca;Agosto;389
Tarragona;Dinamarca;Septiembre;2.006
Tarragona;Dinamarca;Octubre;841
Tarragona;Dinamarca;Noviembre;..
Tarragona;Dinamarca;Diciembre;..
Tarragona;Finlandia;Total;2.303
Tarragona;Finlandia;Enero;0
Tarragona;Finlandia;Febrero;0
Tarragona;Finlandia;Marzo;230
Tarragona;Finlandia;Abril;763
Tarragona;Finlandia;Mayo;97
Tarragona;Finlandia;Junio;237
Tarragona;Finlandia;Julio;286
Tarragona;Finlandia;Agosto;..
Tarragona;Finlandia;Septiembre;192
Tarragona;Finlandia;Octubre;409
Tarragona;Finlandia;Noviembre;38
Tarragona;Finlandia;Diciembre;..
Tarragona;Francia;Total;805.963
Tarragona;Francia;Enero;1.112
Tarragona;Francia;Febrero;558
Tarragona;Francia;Marzo;6.262
Tarragona;Francia;Abril;46.456
Tarragona;Francia;Mayo;48.098
Tarragona;Francia;Junio;51.058
Tarragona;Francia;Julio;226.357
Tarragona;Francia;Agosto;352.529
Tarragona;Francia;Septiembre;55.099
Tarragona;Francia;Octubre;16.651
Tarragona;Francia;Noviembre;1.115
Tarragona;Francia;Diciembre;669
Tarragona;Grecia;Total;275
Tarragona;Grecia;Enero;0
Tarragona;Grecia;Febrero;0
Tarragona;Grecia;Marzo;0
Tarragona;Grecia;Abril;74
Tarragona;Grecia;Mayo;74
Tarragona;Grecia;Junio;0
Tarragona;Grecia;Julio;127
Tarragona;Grecia;Agosto;0
Tarragona;Grecia;Septiembre;0
Tarragona;Grecia;Octubre;0
Tarragona;Grecia;Noviembre;0
Tarragona;Grecia;Diciembre;0
Tarragona;Irlanda;Total;225.451
Tarragona;Irlanda;Enero;..
Tarragona;Irlanda;Febrero;..
Tarragona;Irlanda;Marzo;116
Tarragona;Irlanda;Abril;10.569
Tarragona;Irlanda;Mayo;38.624
Tarragona;Irlanda;Junio;66.267
Tarragona;Irlanda;Julio;52.949
Tarragona;Irlanda;Agosto;20.755
Tarragona;Irlanda;Septiembre;24.700
Tarragona;Irlanda;Octubre;11.400
Tarragona;Irlanda;Noviembre;..
Tarragona;Irlanda;Diciembre;0
Tarragona;Italia;Total;33.764
Tarragona;Italia;Enero;394
Tarragona;Italia;Febrero;235
Tarragona;Italia;Marzo;289
Tarragona;Italia;Abril;1.309
Tarragona;Italia;Mayo;1.613
Tarragona;Italia;Junio;3.491
Tarragona;Italia;Julio;8.556
Tarragona;Italia;Agosto;14.260
Tarragona;Italia;Septiembre;2.519
Tarragona;Italia;Octubre;798
Tarragona;Italia;Noviembre;214
Tarragona;Italia;Diciembre;86
Tarragona;Luxemburgo;Total;2.140
Tarragona;Luxemburgo;Enero;..
Tarragona;Luxemburgo;Febrero;0
Tarragona;Luxemburgo;Marzo;53
Tarragona;Luxemburgo;Abril;136
Tarragona;Luxemburgo;Mayo;193
Tarragona;Luxemburgo;Junio;82
Tarragona;Luxemburgo;Julio;..
Tarragona;Luxemburgo;Agosto;893
Tarragona;Luxemburgo;Septiembre;555
Tarragona;Luxemburgo;Octubre;195
Tarragona;Luxemburgo;Noviembre;0
Tarragona;Luxemburgo;Diciembre;0
Tarragona;Países Bajos;Total;712.055
Tarragona;Países Bajos;Enero;524
Tarragona;Países Bajos;Febrero;643
Tarragona;Países Bajos;Marzo;8.952
Tarragona;Países Bajos;Abril;50.439
Tarragona;Países Bajos;Mayo;78.345
Tarragona;Países Bajos;Junio;67.317
Tarragona;Países Bajos;Julio;177.603
Tarragona;Países Bajos;Agosto;200.196
Tarragona;Países Bajos;Septiembre;94.174
Tarragona;Países Bajos;Octubre;32.232
Tarragona;Países Bajos;Noviembre;1.323
Tarragona;Países Bajos;Diciembre;307
Tarragona;Portugal;Total;16.016
Tarragona;Portugal;Enero;0
Tarragona;Portugal;Febrero;..
Tarragona;Portugal;Marzo;171
Tarragona;Portugal;Abril;891
Tarragona;Portugal;Mayo;475
Tarragona;Portugal;Junio;1.742
Tarragona;Portugal;Julio;3.961
Tarragona;Portugal;Agosto;5.499
Tarragona;Portugal;Septiembre;2.964
Tarragona;Portugal;Octubre;247
Tarragona;Portugal;Noviembre;43
Tarragona;Portugal;Diciembre;17
Tarragona;Suecia;Total;9.919
Tarragona;Suecia;Enero;..
Tarragona;Suecia;Febrero;109
Tarragona;Suecia;Marzo;514
Tarragona;Suecia;Abril;557
Tarragona;Suecia;Mayo;733
Tarragona;Suecia;Junio;586
Tarragona;Suecia;Julio;4.730
Tarragona;Suecia;Agosto;559
Tarragona;Suecia;Septiembre;1.209
Tarragona;Suecia;Octubre;828
Tarragona;Suecia;Noviembre;73
Tarragona;Suecia;Diciembre;..
Tarragona;Resto de la UE;Total;32.544
Tarragona;Resto de la UE;Enero;114
Tarragona;Resto de la UE;Febrero;167
Tarragona;Resto de la UE;Marzo;257
Tarragona;Resto de la UE;Abril;2.130
Tarragona;Resto de la UE;Mayo;4.171
Tarragona;Resto de la UE;Junio;4.439
Tarragona;Resto de la UE;Julio;7.075
Tarragona;Resto de la UE;Agosto;5.185
Tarragona;Resto de la UE;Septiembre;6.995
Tarragona;Resto de la UE;Octubre;1.787
Tarragona;Resto de la UE;Noviembre;145
Tarragona;Resto de la UE;Diciembre;79
Tarragona;Reino Unido;Total;148.564
Tarragona;Reino Unido;Enero;36
Tarragona;Reino Unido;Febrero;146
Tarragona;Reino Unido;Marzo;1.528
Tarragona;Reino Unido;Abril;7.327
Tarragona;Reino Unido;Mayo;20.742
Tarragona;Reino Unido;Junio;18.065
Tarragona;Reino Unido;Julio;21.963
Tarragona;Reino Unido;Agosto;38.239
Tarragona;Reino Unido;Septiembre;25.684
Tarragona;Reino Unido;Octubre;14.370
Tarragona;Reino Unido;Noviembre;376
Tarragona;Reino Unido;Diciembre;89
Tarragona;Otros países europeos;Total;126.558
Tarragona;Otros países europeos;Enero;161
Tarragona;Otros países europeos;Febrero;253
Tarragona;Otros países europeos;Marzo;2.395
Tarragona;Otros países europeos;Abril;8.492
Tarragona;Otros países europeos;Mayo;9.668
Tarragona;Otros países europeos;Junio;15.484
Tarragona;Otros países europeos;Julio;26.434
Tarragona;Otros países europeos;Agosto;6.688
Tarragona;Otros países europeos;Septiembre;34.427
Tarragona;Otros países europeos;Octubre;21.866
Tarragona;Otros países europeos;Noviembre;397
Tarragona;Otros países europeos;Diciembre;293
Tarragona;Estados Unidos;Total;1.824
Tarragona;Estados Unidos;Enero;0
Tarragona;Estados Unidos;Febrero;0
Tarragona;Estados Unidos;Marzo;37
Tarragona;Estados Unidos;Abril;89
Tarragona;Estados Unidos;Mayo;182
Tarragona;Estados Unidos;Junio;674
Tarragona;Estados Unidos;Julio;358
Tarragona;Estados Unidos;Agosto;92
Tarragona;Estados Unidos;Septiembre;249
Tarragona;Estados Unidos;Octubre;105
Tarragona;Estados Unidos;Noviembre;38
Tarragona;Estados Unidos;Diciembre;0
Tarragona;Resto de América;Total;7.076
Tarragona;Resto de América;Enero;0
Tarragona;Resto de América;Febrero;..
Tarragona;Resto de América;Marzo;24
Tarragona;Resto de América;Abril;834
Tarragona;Resto de América;Mayo;951
Tarragona;Resto de América;Junio;1.011
Tarragona;Resto de América;Julio;928
Tarragona;Resto de América;Agosto;1.714
Tarragona;Resto de América;Septiembre;1.294
Tarragona;Resto de América;Octubre;243
Tarragona;Resto de América;Noviembre;0
Tarragona;Resto de América;Diciembre;69
Tarragona;Países africanos;Total;1.297
Tarragona;Países africanos;Enero;0
Tarragona;Países africanos;Febrero;0
Tarragona;Países africanos;Marzo;37
Tarragona;Países africanos;Abril;81
Tarragona;Países africanos;Mayo;..
Tarragona;Países africanos;Junio;342
Tarragona;Países africanos;Julio;316
Tarragona;Países africanos;Agosto;259
Tarragona;Países africanos;Septiembre;234
Tarragona;Países africanos;Octubre;0
Tarragona;Países africanos;Noviembre;0
Tarragona;Países africanos;Diciembre;..
Tarragona;Resto del mundo;Total;15.010
Tarragona;Resto del mundo;Enero;0
Tarragona;Resto del mundo;Febrero;..
Tarragona;Resto del mundo;Marzo;57
Tarragona;Resto del mundo;Abril;2.123
Tarragona;Resto del mundo;Mayo;2.524
Tarragona;Resto del mundo;Junio;2.897
Tarragona;Resto del mundo;Julio;3.341
Tarragona;Resto del mundo;Agosto;2.077
Tarragona;Resto del mundo;Septiembre;1.259
Tarragona;Resto del mundo;Octubre;694
Tarragona;Resto del mundo;Noviembre;24
Tarragona;Resto del mundo;Diciembre;..
Teruel;Total;Total;168.085
Teruel;Total;Enero;.
Teruel;Total;Febrero;3.814
Teruel;Total;Marzo;5.519
Teruel;Total;Abril;22.326
Teruel;Total;Mayo;9.538
Teruel;Total;Junio;9.344
Teruel;Total;Julio;21.751
Teruel;Total;Agosto;51.373
Teruel;Total;Septiembre;13.288
Teruel;Total;Octubre;17.212
Teruel;Total;Noviembre;4.868
Teruel;Total;Diciembre;.
Teruel;Españoles;Total;130.620
Teruel;Españoles;Enero;.
Teruel;Españoles;Febrero;3.520
Teruel;Españoles;Marzo;3.853
Teruel;Españoles;Abril;14.532
Teruel;Españoles;Mayo;4.388
Teruel;Españoles;Junio;5.555
Teruel;Españoles;Julio;18.891
Teruel;Españoles;Agosto;46.301
Teruel;Españoles;Septiembre;7.842
Teruel;Españoles;Octubre;13.987
Teruel;Españoles;Noviembre;2.988
Teruel;Españoles;Diciembre;.
Teruel;Extranjeros;Total;37.465
Teruel;Extranjeros;Enero;.
Teruel;Extranjeros;Febrero;294
Teruel;Extranjeros;Marzo;1.666
Teruel;Extranjeros;Abril;7.794
Teruel;Extranjeros;Mayo;5.150
Teruel;Extranjeros;Junio;3.789
Teruel;Extranjeros;Julio;2.860
Teruel;Extranjeros;Agosto;5.072
Teruel;Extranjeros;Septiembre;5.446
Teruel;Extranjeros;Octubre;3.225
Teruel;Extranjeros;Noviembre;1.880
Teruel;Extranjeros;Diciembre;.
Teruel;Unión Europea 27 (sin España);Total;32.238
Teruel;Unión Europea 27 (sin España);Enero;.
Teruel;Unión Europea 27 (sin España);Febrero;186
Teruel;Unión Europea 27 (sin España);Marzo;1.213
Teruel;Unión Europea 27 (sin España);Abril;6.481
Teruel;Unión Europea 27 (sin España);Mayo;5.000
Teruel;Unión Europea 27 (sin España);Junio;3.361
Teruel;Unión Europea 27 (sin España);Julio;2.787
Teruel;Unión Europea 27 (sin España);Agosto;4.769
Teruel;Unión Europea 27 (sin España);Septiembre;4.510
Teruel;Unión Europea 27 (sin España);Octubre;2.364
Teruel;Unión Europea 27 (sin España);Noviembre;1.413
Teruel;Unión Europea 27 (sin España);Diciembre;.
Teruel;Alemania;Total;5.125
Teruel;Alemania;Enero;.
Teruel;Alemania;Febrero;98
Teruel;Alemania;Marzo;287
Teruel;Alemania;Abril;1.176
Teruel;Alemania;Mayo;156
Teruel;Alemania;Junio;266
Teruel;Alemania;Julio;152
Teruel;Alemania;Agosto;807
Teruel;Alemania;Septiembre;1.093
Teruel;Alemania;Octubre;703
Teruel;Alemania;Noviembre;345
Teruel;Alemania;Diciembre;.
Teruel;Austria;Total;473
Teruel;Austria;Enero;.
Teruel;Austria;Febrero;0
Teruel;Austria;Marzo;0
Teruel;Austria;Abril;102
Teruel;Austria;Mayo;0
Teruel;Austria;Junio;50
Teruel;Austria;Julio;0
Teruel;Austria;Agosto;173
Teruel;Austria;Septiembre;30
Teruel;Austria;Octubre;0
Teruel;Austria;Noviembre;..
Teruel;Austria;Diciembre;.
Teruel;Bélgica;Total;1.870
Teruel;Bélgica;Enero;.
Teruel;Bélgica;Febrero;..
Teruel;Bélgica;Marzo;128
Teruel;Bélgica;Abril;477
Teruel;Bélgica;Mayo;92
Teruel;Bélgica;Junio;116
Teruel;Bélgica;Julio;152
Teruel;Bélgica;Agosto;309
Teruel;Bélgica;Septiembre;436
Teruel;Bélgica;Octubre;126
Teruel;Bélgica;Noviembre;..
Teruel;Bélgica;Diciembre;.
Teruel;Dinamarca;Total;115
Teruel;Dinamarca;Enero;.
Teruel;Dinamarca;Febrero;0
Teruel;Dinamarca;Marzo;19
Teruel;Dinamarca;Abril;..
Teruel;Dinamarca;Mayo;..
Teruel;Dinamarca;Junio;0
Teruel;Dinamarca;Julio;0
Teruel;Dinamarca;Agosto;0
Teruel;Dinamarca;Septiembre;0
Teruel;Dinamarca;Octubre;84
Teruel;Dinamarca;Noviembre;0
Teruel;Dinamarca;Diciembre;.
Teruel;Finlandia;Total;75
Teruel;Finlandia;Enero;.
Teruel;Finlandia;Febrero;0
Teruel;Finlandia;Marzo;0
Teruel;Finlandia;Abril;23
Teruel;Finlandia;Mayo;0
Teruel;Finlandia;Junio;0
Teruel;Finlandia;Julio;0
Teruel;Finlandia;Agosto;0
Teruel;Finlandia;Septiembre;0
Teruel;Finlandia;Octubre;0
Teruel;Finlandia;Noviembre;52
Teruel;Finlandia;Diciembre;.
Teruel;Francia;Total;5.558
Teruel;Francia;Enero;.
Teruel;Francia;Febrero;..
Teruel;Francia;Marzo;194
Teruel;Francia;Abril;1.477
Teruel;Francia;Mayo;323
Teruel;Francia;Junio;250
Teruel;Francia;Julio;323
Teruel;Francia;Agosto;1.644
Teruel;Francia;Septiembre;352
Teruel;Francia;Octubre;619
Teruel;Francia;Noviembre;266
Teruel;Francia;Diciembre;.
Teruel;Grecia;Total;..
Teruel;Grecia;Enero;.
Teruel;Grecia;Febrero;0
Teruel;Grecia;Marzo;0
Teruel;Grecia;Abril;0
Teruel;Grecia;Mayo;0
Teruel;Grecia;Junio;0
Teruel;Grecia;Julio;0
Teruel;Grecia;Agosto;0
Teruel;Grecia;Septiembre;0
Teruel;Grecia;Octubre;0
Teruel;Grecia;Noviembre;0
Teruel;Grecia;Diciembre;.
Teruel;Irlanda;Total;63
Teruel;Irlanda;Enero;.
Teruel;Irlanda;Febrero;0
Teruel;Irlanda;Marzo;0
Teruel;Irlanda;Abril;11
Teruel;Irlanda;Mayo;..
Teruel;Irlanda;Junio;25
Teruel;Irlanda;Julio;0
Teruel;Irlanda;Agosto;..
Teruel;Irlanda;Septiembre;..
Teruel;Irlanda;Octubre;0
Teruel;Irlanda;Noviembre;..
Teruel;Irlanda;Diciembre;.
Teruel;Italia;Total;442
Teruel;Italia;Enero;.
Teruel;Italia;Febrero;0
Teruel;Italia;Marzo;0
Teruel;Italia;Abril;45
Teruel;Italia;Mayo;..
Teruel;Italia;Junio;..
Teruel;Italia;Julio;59
Teruel;Italia;Agosto;117
Teruel;Italia;Septiembre;109
Teruel;Italia;Octubre;93
Teruel;Italia;Noviembre;..
Teruel;Italia;Diciembre;.
Teruel;Luxemburgo;Total;34
Teruel;Luxemburgo;Enero;.
Teruel;Luxemburgo;Febrero;0
Teruel;Luxemburgo;Marzo;..
Teruel;Luxemburgo;Abril;23
Teruel;Luxemburgo;Mayo;0
Teruel;Luxemburgo;Junio;0
Teruel;Luxemburgo;Julio;0
Teruel;Luxemburgo;Agosto;0
Teruel;Luxemburgo;Septiembre;0
Teruel;Luxemburgo;Octubre;0
Teruel;Luxemburgo;Noviembre;0
Teruel;Luxemburgo;Diciembre;.
Teruel;Países Bajos;Total;17.250
Teruel;Países Bajos;Enero;.
Teruel;Países Bajos;Febrero;0
Teruel;Países Bajos;Marzo;461
Teruel;Países Bajos;Abril;2.852
Teruel;Países Bajos;Mayo;4.233
Teruel;Países Bajos;Junio;2.612
Teruel;Países Bajos;Julio;2.042
Teruel;Países Bajos;Agosto;1.626
Teruel;Países Bajos;Septiembre;2.293
Teruel;Países Bajos;Octubre;717
Teruel;Países Bajos;Noviembre;414
Teruel;Países Bajos;Diciembre;.
Teruel;Portugal;Total;120
Teruel;Portugal;Enero;.
Teruel;Portugal;Febrero;0
Teruel;Portugal;Marzo;0
Teruel;Portugal;Abril;28
Teruel;Portugal;Mayo;0
Teruel;Portugal;Junio;..
Teruel;Portugal;Julio;44
Teruel;Portugal;Agosto;0
Teruel;Portugal;Septiembre;30
Teruel;Portugal;Octubre;..
Teruel;Portugal;Noviembre;0
Teruel;Portugal;Diciembre;.
Teruel;Suecia;Total;178
Teruel;Suecia;Enero;.
Teruel;Suecia;Febrero;0
Teruel;Suecia;Marzo;0
Teruel;Suecia;Abril;23
Teruel;Suecia;Mayo;0
Teruel;Suecia;Junio;0
Teruel;Suecia;Julio;0
Teruel;Suecia;Agosto;12
Teruel;Suecia;Septiembre;30
Teruel;Suecia;Octubre;0
Teruel;Suecia;Noviembre;113
Teruel;Suecia;Diciembre;.
Teruel;Resto de la UE;Total;923
Teruel;Resto de la UE;Enero;.
Teruel;Resto de la UE;Febrero;59
Teruel;Resto de la UE;Marzo;112
Teruel;Resto de la UE;Abril;239
Teruel;Resto de la UE;Mayo;173
Teruel;Resto de la UE;Junio;..
Teruel;Resto de la UE;Julio;..
Teruel;Resto de la UE;Agosto;74
Teruel;Resto de la UE;Septiembre;134
Teruel;Resto de la UE;Octubre;..
Teruel;Resto de la UE;Noviembre;79
Teruel;Resto de la UE;Diciembre;.
Teruel;Reino Unido;Total;3.045
Teruel;Reino Unido;Enero;.
Teruel;Reino Unido;Febrero;..
Teruel;Reino Unido;Marzo;252
Teruel;Reino Unido;Abril;829
Teruel;Reino Unido;Mayo;115
Teruel;Reino Unido;Junio;258
Teruel;Reino Unido;Julio;..
Teruel;Reino Unido;Agosto;136
Teruel;Reino Unido;Septiembre;634
Teruel;Reino Unido;Octubre;405
Teruel;Reino Unido;Noviembre;345
Teruel;Reino Unido;Diciembre;.
Teruel;Otros países europeos;Total;1.432
Teruel;Otros países europeos;Enero;.
Teruel;Otros países europeos;Febrero;39
Teruel;Otros países europeos;Marzo;..
Teruel;Otros países europeos;Abril;466
Teruel;Otros países europeos;Mayo;..
Teruel;Otros países europeos;Junio;154
Teruel;Otros países europeos;Julio;69
Teruel;Otros países europeos;Agosto;99
Teruel;Otros países europeos;Septiembre;124
Teruel;Otros países europeos;Octubre;219
Teruel;Otros países europeos;Noviembre;..
Teruel;Otros países europeos;Diciembre;.
Teruel;Estados Unidos;Total;194
Teruel;Estados Unidos;Enero;.
Teruel;Estados Unidos;Febrero;29
Teruel;Estados Unidos;Marzo;..
Teruel;Estados Unidos;Abril;0
Teruel;Estados Unidos;Mayo;0
Teruel;Estados Unidos;Junio;0
Teruel;Estados Unidos;Julio;0
Teruel;Estados Unidos;Agosto;0
Teruel;Estados Unidos;Septiembre;..
Teruel;Estados Unidos;Octubre;74
Teruel;Estados Unidos;Noviembre;0
Teruel;Estados Unidos;Diciembre;.
Teruel;Resto de América;Total;50
Teruel;Resto de América;Enero;.
Teruel;Resto de América;Febrero;0
Teruel;Resto de América;Marzo;0
Teruel;Resto de América;Abril;11
Teruel;Resto de América;Mayo;0
Teruel;Resto de América;Junio;0
Teruel;Resto de América;Julio;0
Teruel;Resto de América;Agosto;25
Teruel;Resto de América;Septiembre;..
Teruel;Resto de América;Octubre;..
Teruel;Resto de América;Noviembre;0
Teruel;Resto de América;Diciembre;.
Teruel;Países africanos;Total;0
Teruel;Países africanos;Enero;.
Teruel;Países africanos;Febrero;0
Teruel;Países africanos;Marzo;0
Teruel;Países africanos;Abril;0
Teruel;Países africanos;Mayo;0
Teruel;Países africanos;Junio;0
Teruel;Países africanos;Julio;0
Teruel;Países africanos;Agosto;0
Teruel;Países africanos;Septiembre;0
Teruel;Países africanos;Octubre;0
Teruel;Países africanos;Noviembre;0
Teruel;Países africanos;Diciembre;.
Teruel;Resto del mundo;Total;506
Teruel;Resto del mundo;Enero;.
Teruel;Resto del mundo;Febrero;29
Teruel;Resto del mundo;Marzo;..
Teruel;Resto del mundo;Abril;..
Teruel;Resto del mundo;Mayo;0
Teruel;Resto del mundo;Junio;17
Teruel;Resto del mundo;Julio;0
Teruel;Resto del mundo;Agosto;43
Teruel;Resto del mundo;Septiembre;114
Teruel;Resto del mundo;Octubre;154
Teruel;Resto del mundo;Noviembre;61
Teruel;Resto del mundo;Diciembre;.
Toledo;Total;Total;111.770
Toledo;Total;Enero;.
Toledo;Total;Febrero;7.066
Toledo;Total;Marzo;.
Toledo;Total;Abril;14.962
Toledo;Total;Mayo;12.406
Toledo;Total;Junio;10.227
Toledo;Total;Julio;10.358
Toledo;Total;Agosto;24.010
Toledo;Total;Septiembre;6.176
Toledo;Total;Octubre;5.871
Toledo;Total;Noviembre;2.896
Toledo;Total;Diciembre;.
Toledo;Españoles;Total;84.632
Toledo;Españoles;Enero;.
Toledo;Españoles;Febrero;5.476
Toledo;Españoles;Marzo;.
Toledo;Españoles;Abril;12.081
Toledo;Españoles;Mayo;6.857
Toledo;Españoles;Junio;6.972
Toledo;Españoles;Julio;8.537
Toledo;Españoles;Agosto;21.669
Toledo;Españoles;Septiembre;3.902
Toledo;Españoles;Octubre;3.202
Toledo;Españoles;Noviembre;1.758
Toledo;Españoles;Diciembre;.
Toledo;Extranjeros;Total;27.138
Toledo;Extranjeros;Enero;.
Toledo;Extranjeros;Febrero;1.590
Toledo;Extranjeros;Marzo;.
Toledo;Extranjeros;Abril;2.881
Toledo;Extranjeros;Mayo;5.549
Toledo;Extranjeros;Junio;3.255
Toledo;Extranjeros;Julio;1.821
Toledo;Extranjeros;Agosto;2.341
Toledo;Extranjeros;Septiembre;2.274
Toledo;Extranjeros;Octubre;2.669
Toledo;Extranjeros;Noviembre;1.138
Toledo;Extranjeros;Diciembre;.
Toledo;Unión Europea 27 (sin España);Total;22.225
Toledo;Unión Europea 27 (sin España);Enero;.
Toledo;Unión Europea 27 (sin España);Febrero;1.322
Toledo;Unión Europea 27 (sin España);Marzo;.
Toledo;Unión Europea 27 (sin España);Abril;2.428
Toledo;Unión Europea 27 (sin España);Mayo;4.550
Toledo;Unión Europea 27 (sin España);Junio;2.485
Toledo;Unión Europea 27 (sin España);Julio;1.601
Toledo;Unión Europea 27 (sin España);Agosto;2.101
Toledo;Unión Europea 27 (sin España);Septiembre;1.887
Toledo;Unión Europea 27 (sin España);Octubre;2.031
Toledo;Unión Europea 27 (sin España);Noviembre;817
Toledo;Unión Europea 27 (sin España);Diciembre;.
Toledo;Alemania;Total;5.367
Toledo;Alemania;Enero;.
Toledo;Alemania;Febrero;331
Toledo;Alemania;Marzo;.
Toledo;Alemania;Abril;740
Toledo;Alemania;Mayo;1.148
Toledo;Alemania;Junio;676
Toledo;Alemania;Julio;197
Toledo;Alemania;Agosto;288
Toledo;Alemania;Septiembre;347
Toledo;Alemania;Octubre;803
Toledo;Alemania;Noviembre;264
Toledo;Alemania;Diciembre;.
Toledo;Austria;Total;544
Toledo;Austria;Enero;.
Toledo;Austria;Febrero;..
Toledo;Austria;Marzo;.
Toledo;Austria;Abril;140
Toledo;Austria;Mayo;67
Toledo;Austria;Junio;77
Toledo;Austria;Julio;46
Toledo;Austria;Agosto;0
Toledo;Austria;Septiembre;..
Toledo;Austria;Octubre;124
Toledo;Austria;Noviembre;0
Toledo;Austria;Diciembre;.
Toledo;Bélgica;Total;1.069
Toledo;Bélgica;Enero;.
Toledo;Bélgica;Febrero;36
Toledo;Bélgica;Marzo;.
Toledo;Bélgica;Abril;172
Toledo;Bélgica;Mayo;311
Toledo;Bélgica;Junio;66
Toledo;Bélgica;Julio;137
Toledo;Bélgica;Agosto;65
Toledo;Bélgica;Septiembre;..
Toledo;Bélgica;Octubre;123
Toledo;Bélgica;Noviembre;52
Toledo;Bélgica;Diciembre;.
Toledo;Dinamarca;Total;174
Toledo;Dinamarca;Enero;.
Toledo;Dinamarca;Febrero;0
Toledo;Dinamarca;Marzo;.
Toledo;Dinamarca;Abril;0
Toledo;Dinamarca;Mayo;0
Toledo;Dinamarca;Junio;0
Toledo;Dinamarca;Julio;0
Toledo;Dinamarca;Agosto;0
Toledo;Dinamarca;Septiembre;147
Toledo;Dinamarca;Octubre;27
Toledo;Dinamarca;Noviembre;0
Toledo;Dinamarca;Diciembre;.
Toledo;Finlandia;Total;76
Toledo;Finlandia;Enero;.
Toledo;Finlandia;Febrero;36
Toledo;Finlandia;Marzo;.
Toledo;Finlandia;Abril;0
Toledo;Finlandia;Mayo;19
Toledo;Finlandia;Junio;0
Toledo;Finlandia;Julio;0
Toledo;Finlandia;Agosto;0
Toledo;Finlandia;Septiembre;0
Toledo;Finlandia;Octubre;0
Toledo;Finlandia;Noviembre;..
Toledo;Finlandia;Diciembre;.
Toledo;Francia;Total;4.549
Toledo;Francia;Enero;.
Toledo;Francia;Febrero;181
Toledo;Francia;Marzo;.
Toledo;Francia;Abril;423
Toledo;Francia;Mayo;722
Toledo;Francia;Junio;390
Toledo;Francia;Julio;494
Toledo;Francia;Agosto;855
Toledo;Francia;Septiembre;534
Toledo;Francia;Octubre;398
Toledo;Francia;Noviembre;176
Toledo;Francia;Diciembre;.
Toledo;Grecia;Total;0
Toledo;Grecia;Enero;.
Toledo;Grecia;Febrero;0
Toledo;Grecia;Marzo;.
Toledo;Grecia;Abril;0
Toledo;Grecia;Mayo;0
Toledo;Grecia;Junio;0
Toledo;Grecia;Julio;0
Toledo;Grecia;Agosto;0
Toledo;Grecia;Septiembre;0
Toledo;Grecia;Octubre;0
Toledo;Grecia;Noviembre;0
Toledo;Grecia;Diciembre;.
Toledo;Irlanda;Total;351
Toledo;Irlanda;Enero;.
Toledo;Irlanda;Febrero;..
Toledo;Irlanda;Marzo;.
Toledo;Irlanda;Abril;0
Toledo;Irlanda;Mayo;38
Toledo;Irlanda;Junio;..
